mz,time,Name,note
126.9785,19.2615,triclocarban,mz0
161.9634,3.0122,"2,5-Dichlorophenol",mz0
101.0387,4.8442,PROPYLENE THIOUREA,mz0
140.0284,19.1268,Thifensulfuron-methyl,mz0
206.1665,4.8447,4-Tert-Octylphenol,mz0
287.9507,9.1355,Triclosan,mz0
200.0831,8.8813,Bisphenol F,mz0
102.0245,5.4026,ETHYLENE THIOUREA,mz0
145.9682,9.4646,Bensulfuron-methyl,mz0
452.1092,6.1528,Foramsulfuron,mz0
154.0612,3.8688,Halosulfuron-methyl,mz0
154.0611,4.0967,Mesosulfuron-methyl,mz0
140.0692,19.3981,metsulfuron-methyl,mz0
410.0984,22.4422,nicosulfuron,mz0
123.0791,3.015,oxasulfuron,mz0
419.0852,7.4606,prosulfuron,mz0
155.0468,5.5172,rimsulfuron,mz0
513.0717,17.5394,sulfosulfuron,mz0
401.054,3.834,triasulfuron,mz0
237.1853,9.4475,triflusulfuron-methyl,mz0
195.9246,4.0477,"2,4,6-trichlorophenol-1",mz0
152.0943,4.3747,2-isopropyl-6-methyl-4-pyrimidinol,mz0
154.039,5.5122,diethyl phosphate (DEP),mz0
126.009,7.4357,dimethyl phosphate (DMP),mz0
93.0336,14.0455,mono-benzyl phthalate(MBzP),mz0
222.0883,15.0911,mono-n-butyl phthalate(MnBP),mz0
149.0961,19.1408,mono-cyclohexyl phthalate(MCHP),mz0
194.0575,6.6115,mono-ethyl phthalate(MEP),mz0
278.1527,9.8629,mono-n-octyl phthalate(MOP),mz0
221.0844,11.8895,mono-2-ethylhexyl phthalate(MEHP),mz0
292.1695,11.2188,mono-isononyl phthalate(MiNP),mz0
180.0418,14.0518,mono-methyl phthalate(MMP),mz0
154.0768,4.7862,Acenaphthene,mz0
178.0775,6.4444,Anthracene,mz0
182.0838,5.4818,Azobenzene,mz0
228.0929,12.867,Benz(a)anthracene,mz0
252.0932,16.316,Benz[a]pyrene,mz0
276.0931,19.2571,"Benzo(g,h,i)perylene",mz0
252.0932,17.2264,Benzo(k)fluoranthene,mz0
312.1359,11.7779,Benzyl butyl phthalate,mz0
247.9832,5.8632,4-Bromophenyl phenyl ether,mz0
167.0729,6.8304,Carbazole,mz0
128.0024,5.0026,2-Chlorophenol-1,mz0
278.109,19.343,"Dibenz(a,h)anthracene",mz0
168.0569,4.9555,Dibenzofuran,mz0
278.1513,7.7083,Dibutyl phthalate,mz0
145.9684,3.1623,"1,2-Dichlorobenzene-1",mz0
145.9684,3.0289,"1,4-Dichlorobenzene-1",mz0
222.0894,5.2516,Diethyl phthalate,mz0
184.0112,4.8468,"2,4-Dinitrophenol",mz0
182.032,4.9757,"2,4-Dinitrotoluene",mz0
182.0322,5.3636,"2,6-Dinitrotoluene",mz0
390.2761,13.8302,Di-n-octyl phthalate,mz0
202.078,8.7375,Fluoranthene,mz0
166.0767,5.2905,Fluorene,mz0
276.0931,19.5753,"Indeno(1,2,3-cd)pyrene",mz0
108.0571,9.5525,2-Methylphenol-1,mz0
108.057,9.6378,4-Methylphenol-1,mz0
138.0415,5.322,3-Nitroaniline-1,mz0
138.0424,6.5531,4-Nitroaniline-1,mz0
123.0328,5.2494,Nitrobenzene,mz0
123.0327,14.058,Nitrobenzene-2,mz0
139.0264,5.026,2-Nitrophenol-1,mz0
263.8466,6.1694,Pentachlorophenol,mz0
178.0775,6.4444,Phenanthrene,mz0
94.0413,5.8677,Phenol-1,mz0
195.9244,4.0548,"2,4,5-Trichlorophenol-1",mz0
252.0933,16.3338,Benzo(b)fluoranthene,mz0
141.996,14.7176,bis(2-Chloroethyl)ether-1,mz0
170.0271,6.3826,bis(2-Chloro-1-methylethyl)ether,mz0
228.0931,12.8792,Chrysene,mz0
145.9686,3.6622,"1,3-Dichlorobenzene-1",mz0
145.9685,6.156,"1,4-Dichlorobenzene-2",mz0
194.0571,4.5639,Dimethyl phthalate,mz0
119.0364,4.6066,"2,6-Dinitrotoluene-1",mz0
390.276,7.8711,bis(2-Ethylhexyl)phthalate-1,mz0
281.8124,5.8818,Hexachlorobenzene,mz0
269.8125,3.9211,Hexachlorocyclopentadiene,mz0
233.8125,20.5846,Hexachloroethane,mz0
138.104,9.6522,Isophorone,mz0
123.0327,7.7184,Nitrobenzene-1,mz0
198.0787,6.8229,N-Nitrosodiphenylamine-1,mz0
202.0778,9.2624,Pyrene,mz0
118.9451,3.2345,Bromobenzene,mz0
127.9036,12.2624,Bromochloromethane,mz0
161.8643,19.0212,Bromodichloromethane,mz0
249.7614,19.7777,Bromoform,mz0
134.1091,11.3193,n-Butylbenzene,mz0
134.1091,19.1335,sec-Butylbenzene,mz0
134.1091,19.367,tert-Butylbenzene,mz0
116.9061,3.2345,Carbon tetrachloride,mz0
112.0076,4.3949,Chlorobenzene,mz0
95.0649,9.5262,Chloroform,mz0
126.0231,4.7715,2-Chlorotoluene,mz0
126.0228,5.5875,4-Chlorotoluene,mz0
205.8119,3.2727,Dibromochloromethane,mz0
156.8428,19.2143,"1,2-Dibromo-3-chloropropane",mz0
106.8693,19.7135,"1,2-Dibromoethane",mz0
106.9451,3.2322,Dibromomethane,mz0
145.9687,3.2075,"1,3-Dichlorobenzene-2",mz0
145.9686,3.239,"1,4-Dichlorobenzene-3",mz0
95.9528,3.2929,"1,1-Dichloroethene",mz0
95.9528,3.0234,"cis-1,2-Dichloroethene",mz0
95.9528,3.0346,"trans-1,2-Dichloroethene",mz0
111.9844,3.0324,"1,2-Dichloropropane",mz0
111.9845,3.2075,"1,3-Dichloropropane",mz0
111.9845,3.239,"2,2-Dichloropropane",mz0
109.9684,4.329,"1,1-Dichloropropene",mz0
106.0778,9.5194,Ethylbenzene,mz0
257.813,3.2325,Hexachlorobutadiene,mz0
120.0935,9.5262,Isopropylbenzene,mz0
134.1093,9.6312,p-Isopropyltoluene,mz0
128.0619,3.0933,Naphthalene,mz0
120.0934,9.6205,n-Propylbenzene,mz0
104.0621,9.5324,Styrene,mz0
130.9033,3.2367,"1,1,1,2-Tetrachloroethane",mz0
167.8692,3.2322,"1,1,2,2-Tetrachloroethane",mz0
163.8751,3.2345,Tetrachloroethene,mz0
92.0621,9.6182,Toluene,mz0
179.9294,3.0282,"1,2,3-Trichlorobenzene",mz0
179.9297,3.2348,"1,2,4-Trichlorobenzene-1",mz0
96.9841,3.2345,"1,1,1-Trichloroethane",mz0
96.9607,4.1795,"1,1,2-Trichloroethane",mz0
129.9138,3.026,Trichloroethene,mz0
120.0934,9.5279,"1,2,4-Trimethylbenzene",mz0
120.0935,9.6357,"1,3,5-Trimethylbenzene",mz0
106.0777,9.5346,o-Xylene,mz0
106.0778,9.6289,m-Xylene,mz0
106.0776,9.9032,p-Xylene,mz0
201.9775,5.0548,"1-Chloro-2,4-dinitrobenzene",mz0
201.9775,5.1693,"1-Chloro-3,4-dinitrobenzene",mz0
156.9927,3.4313,1-Chloro-2-nitrobenzene,mz0
156.9927,3.456,1-Chloro-4-nitrobenzene,mz0
171.0082,3.7785,2-Chloro-6-nitrotoluene,mz0
171.0082,3.8189,4-Chloro-2-nitrotoluene,mz0
171.0081,4.1109,4-Chloro-3-nitrotoluene,mz0
190.9537,3.938,"2,3-Dichloronitrobenzene",mz0
190.9537,4.167,"2,4-Dichloronitrobenzene",mz0
190.9535,4.1827,"3,5-Dichloronitrobenzene",mz0
190.9536,4.2828,"3,4-Dichloronitrobenzene",mz0
190.9538,4.3367,"2,5-Dichloronitrobenzene",mz0
258.8752,5.2714,"2,3,5,6-Tetrachloronitrobenzene",mz0
258.8757,5.6125,"2,3,4,5-Tetrachloronitrobenzene",mz0
224.9147,4.4977,"1,2,3-Trichloro-4-nitrobenzene",mz0
224.9145,4.8328,"1,2,4-Trichloro-5-nitrobenzene",mz0
224.9145,5.0683,"2,4,6-Trichloronitrobenzene",mz0
249.0185,8.6363,2-Chlorophenyl-4'-nitrophenyl ether,mz0
249.0189,8.8331,3-Chlorophenyl-4'-nitrophenyl ether,mz0
249.0189,9.0769,4-Chlorophenyl-4'-nitrophenyl ether,mz0
296.9953,10.9663,"2,4-Dichlorophenyl-3'-methyl-4'-nitrophenyl ether",mz0
282.9799,10.0271,"2,6-Dichlorophenyl-4'-nitrophenyl ether",mz0
282.9799,10.3024,"3,5-Dichlorophenyl-4'-nitrophenyl ether",mz0
282.9798,10.4169,"2,5-Dichlorophenyl-4'-nitrophenyl ether",mz0
282.9799,10.8575,"2,3-Dichlorophenyl-4'-nitrophenyl ether",mz0
282.9796,11.1331,"3,4-Dichlorophenyl-4'-nitrophenyl ether",mz0
215.0574,7.1368,4-Nitrophenyl phenyl ether,mz0
316.9406,11.4817,"2,4,6-Trichlorophenyl-4'-nitrophenyl ether",mz0
316.9409,12.0485,"2,3,6-Trichlorophenyl-4'-nitrophenyl ether",mz0
316.9407,12.1787,"2,3,5-Trichlorophenyl-4'-nitrophenyl ether",mz0
316.9409,12.3224,"2,4,5-Trichlorophenyl-4'-nitrophenyl ether",mz0
316.9409,12.9921,"3,4,5-Trichlorophenyl-4'-nitrophenyl ether",mz0
316.9409,13.0999,"2,3,4-Trichlorophenyl-4'-nitrophenyl ether",mz0
215.0933,6.1563,Atrazine,mz0
239.1306,8.2815,Diphenamid,mz0
189.1182,4.0653,EPTC,mz0
242.056,5.4969,Ethoprop,mz0
224.0443,4.433,Mevinphos,mz0
241.1357,7.3882,Prometryne,mz0
229.109,6.2038,Propazine,mz0
241.136,7.5946,Terbutryn,mz0
269.1171,12.2901,Alachlor-1,mz0
211.1427,6.5363,Atraton,mz0
260.0177,6.1918,Bromacil,mz0
187.1026,5.0375,Molinate,mz0
172.9556,9.12,Pronamide,mz0
162.0311,14.0523,Tricyclazole,mz0
184.9763,3.403,Dichlorvos,mz0
330.0322,14.6434,Fenarimol,mz0
271.157,9.5631,Napropamide,mz0
213.1042,7.2609,Simetryn,mz0
228.1037,4.8702,Tebuthiuron,mz0
216.0683,14.6502,Terbacil,mz0
225.1262,10.8558,o-aminoazotoluene,mz0
169.0885,9.1121,4-aminobiphenyl,mz0
127.0184,3.1684,4-chloroaniline-1,mz0
137.0836,5.1719,p-cresidine,mz0
138.0789,5.317,"2,4-diaminoanisole (as sulfate hydrate)",mz0
198.1153,10.8535,"4,4'-diaminodiphenylmethane",mz0
122.0838,5.3193,"2,4-diaminotoluene",mz0
365.058,12.7145,Benzoylprop ethyl,mz0
194.0794,6.8158,Caffeine,mz0
201.0789,7.2984,Carbaryl,mz0
123.995,3.799,o-Chlorophenyl thiourea,mz0
252.022,13.1413,"3,3'-Dichlorobenzidine",mz0
244.1206,17.1748,"3,3'-Dimethoxybenzidine",mz0
212.1309,18.4252,"3,3'-Dimethylbenzidine-1",mz0
232.0164,8.723,Diuron,mz0
198.0553,6.8271,Monuron,mz0
394.1407,19.935,Rotenone,mz0
364.141,20.2518,Rotenone-1,mz0
394.141,20.7395,Rotenone-2,mz0
232.157,9.7827,Siduron,mz0
208.1207,6.2743,Aminocarb,mz0
257.0005,10.1412,Barban,mz0
213.055,5.6311,Chlorpropham,mz0
164.0944,5.5435,Fenuron,mz0
232.0819,5.5031,Fluometuron,mz0
248.0115,7.7461,Linuron,mz0
162.0479,9.8184,Methomyl,mz0
222.1361,6.6197,Mexacarbate,mz0
359.9615,7.7393,Monuron TCA,mz0
274.0629,7.8,Neburon,mz0
219.0683,9.0452,Oxamyl,mz0
179.094,4.6306,Propham,mz0
209.1056,6.8452,baygon-1,mz0
218.9849,6.1881,Swep,mz0
260.0157,7.6574,Bromacil-1,mz0
191.1302,5.1873,Deet,mz0
252.1582,11.9023,Hexazinone,mz0
214.0883,7.0768,Metribuzin,mz0
293.0927,8.0794,Triadimefon,mz0
217.1496,4.44,Butylate,mz0
215.1338,5.5024,Cycloate,mz0
203.1339,4.5448,Pebulate,mz0
203.1338,4.6224,Vernolate,mz0
88.0519,3.1862,Ethyl acetate,mz0
102.0675,4.8461,Ethyl propionate,mz0
116.0832,5.3623,Ethyl butyrate,mz0
130.0989,6.5436,Ethyl valerate,mz0
144.1144,8.0479,Ethyl caproate,mz0
158.13,8.0457,Ethyl heptanoate,mz0
172.1459,8.2353,Ethyl caprylate,mz0
186.1615,3.7686,Ethyl pelargonate,mz0
200.1771,4.3275,Ethyl caprate,mz0
214.1929,4.8461,Ethyl undecanoate,mz0
228.2084,5.3465,Ethyl laurate,mz0
256.2398,6.5369,Ethyl myristate,mz0
284.2712,8.2286,Ethyl palmitate,mz0
312.3023,10.3603,Ethyl stearate,mz0
206.0724,19.1182,Aldicarb sulfoxide,mz0
89.0417,18.666,Aldicarb sulfone,mz0
219.0667,23.6237,Oxamyl-1,mz0
162.0466,4.8198,methomyl-1,mz0
152.0833,19.2978,3-hydroxycarbofuran,mz0
190.0775,4.8939,aldicarb,mz0
152.0833,5.3426,baygon,mz0
221.1045,6.0763,carbofuran,mz0
144.0571,7.2546,1-naphthol,mz0
225.0817,7.6154,methiocarb,mz0
307.8099,8.7423,OCTACHLOROSTYRENE,mz0
114.9943,8.8981,oxychlordane,mz0
409.6806,8.2004,"2,3,4,6-tetrabromophenol",mz0
487.5915,11.8565,pentabromophenol,mz0
719.4324,22.2426,BDE-206,mz0
340.88,10.6038,Parlar 26,mz0
278.8878,12.7118,Parlar 50,mz0
338.8644,14.1634,Parlar 62,mz0
128.0621,3.2714,"4-Hydroxy-2,5-dimethyl-3(2H)-furanone",mz0
95.0856,17.4333,(-)-Menthol,mz0
126.0311,2.9422,Maltol,mz0
133.076,4.5732,(+-)-Nicotine,mz0
137.0232,4.8138,Ethyl vanillin,mz0
139.039,3.3286,Ethyl maltol,mz0
147.1168,18.1496,Glycerin ,mz0
117.0697,17.9981,Propylene glycol,mz0
139.1118,17.4356,Menthone ,mz0
321.868,12.3149,"2,3,7,8-TCDD",mz0
306.7871,12.1824,"2,3,7,8-TCDF-1",mz0
355.8549,14.1604,"1,2,3,7,8-Pentachlorodibenzo-p-dioxin",mz0
337.8621,13.4761,"1,2,3,7,8-Pentachlorodibenzofuran",mz0
337.8621,14.0122,"2,3,4,7,8-Pentachlorodibenzofuran",mz0
387.8182,16.2231,"1,2,3,4,7,8-Hexachlorodibenzo-p-dioxin",mz0
389.8154,16.277,"1,2,3,6,7,8-Hexachlorodibenzo-p-dioxin",mz0
389.8154,16.4194,"1,2,3,7,8,9-Hexachlorodibenzo-p-dioxin",mz0
373.82,15.6354,"1,2,3,4,7,8-Hexachlorodibenzofuran",mz0
371.8231,15.7059,"1,2,3,6,7,8-Hexachlorodibenzofuran",mz0
371.8234,16.0986,"1,2,3,7,8,9-Hexachlorodibenzofuran",mz0
371.8232,16.5597,"2,3,4,6,7,8-Hexachlorodibenzofuran",mz0
423.7771,18.0625,"1,2,3,4,6,7,8-HepCDD",mz0
407.7815,17.4894,"1,2,3,4,6,7,8-Heptachlorodibenzofuran",mz0
407.7816,18.2498,"1,2,3,4,7,8,9-Heptachlorodibenzofuran",mz0
457.7359,19.187,OCDD,mz0
462.0531,19.1825,"1,2,3,4,6,7,8,9-Octachlorodibenzofuran",mz0
252.0219,13.9086,"3,3'-Dichlorobenzidine-1",mz0
244.1208,14.0772,"3,3'-Dimethoxybenzidine-1",mz0
212.1308,6.3176,"3,3'-Dimethylbenzidine",mz0
226.1488,19.6965,"3,3'-Dimethyl-4,4'-diaminodiphenylmethane",mz0
13.9735,8.0592,"4,4'-Methylenebis(2-chloroaniline)",mz0
143.073,5.2866,2-Naphthylamine,mz0
200.0942,19.5034,"4,4'-Oxydianiline",mz0
216.0736,9.2267,"4,4'-Thiodianiline",mz0
107.0729,3.7968,o-Toluidine,mz0
135.1044,9.0753,"2,4,5-Trimethylaniline",mz0
197.0962,19.6763,p-Aminoazobenzene,mz0
169.0886,5.5242,2-Aminobiphenyl,mz0
123.0679,6.6594,o-Anisidine,mz0
141.0341,5.318,3-Chloro-o-toluidine,mz0
170.2029,3.2147,n-dodecane,mz0
184.2186,3.8101,n-tridecane,mz0
198.2344,4.367,n-tetradecane,mz0
212.2498,4.8841,n-pentadecane,mz0
226.2654,5.3758,n-hexadecane,mz0
240.2815,5.9298,n-heptadecane,mz0
254.2971,6.5925,n-octadecane,mz0
268.3124,7.3889,n-nonadecane,mz0
282.3284,8.303,n-icosane,mz0
296.3444,10.1147,n-henicosane,mz0
310.3596,10.4443,n-docosane,mz0
324.3788,11.5222,n-tricosane,mz0
338.3908,12.7727,n-tetracosane,mz0
352.4056,13.9694,n-pentacosane,mz0
366.4211,15.1458,n-hexacosane,mz0
380.4348,16.7187,n-heptacosane,mz0
394.4509,15.1377,n-octacosane,mz0
422.4857,21.2457,n-triacontane,mz0
158.0362,6.35,"1,4-Naphthoquinone",mz0
191.0453,11.6834,4-Nitroquinoline-1-oxide,mz0
108.0682,11.7898,p-Phenylenediamine,mz0
120.0572,11.5422,Acetophenone,mz0
223.0991,12.409,2-Acetylaminofluorene,mz0
169.0886,9.2923,4-Aminobiphenyl-1,mz0
334.0998,10.3927,Aramite,mz0
334.1001,10.6394,Aramite-1,mz0
240.0742,6.6207,"2-sec-Butyl-4,6-dinitrophenol",mz0
108.0569,3.8216,m-Cresol,mz0
161.9634,3.2503,"2,6-Dichlorophenol",mz0
225.1261,10.6147,p-Dimethylaminoazobenzene,mz0
256.1247,16.661,"7,12-Dimethylbenz(a)anthracene",mz0
168.0166,4.633,m-Dinitrobenzene,mz0
114.0677,9.8866,Ethyl methacrylate,mz0
403.8523,16.6094,Hexachlorophene,mz0
245.8126,3.2571,Hexachloropropene,mz0
162.0675,4.2807,Isosafrole,mz0
162.0676,3.7812,Isosafrole-1,mz0
261.1304,17.8421,Methapyrilene,mz0
268.1246,18.3072,3-Methylcholanthrene,mz0
100.0519,9.8888,Methyl methacrylate,mz0
111.0078,19.5245,Methyl methanesulfonate,mz0
143.0731,5.3314,1-Naphthylamine,mz0
143.073,5.9728,2-Naphthylamine-1,mz0
158.1414,3.5915,N-Nitrosodi-n-butylamine,mz0
101.071,3.5915,N-Nitrosodiethylamine,mz0
89.0597,4.1406,N-Nitrosoethylmethylamine,mz0
116.0599,4.9606,N-Nitrosomorpholine,mz0
104.0621,4.2829,N-Nitrosopyrrolidine,mz0
104.0621,3.7857,N-Nitrosopyrrolidine-1,mz0
152.0581,5.401,5-Nitro-o-toluidine,mz0
247.8517,4.9875,Pentachlorobenzene,mz0
116.906,6.2822,Pentachloroethane,mz0
292.8364,6.2822,Pentachloronitrobenzene,mz0
179.0941,5.9413,Phenacetin,mz0
93.0574,9.0749,2-Picoline,mz0
225.022,6.4784,Pronamide-1,mz0
162.0675,4.2807,Safrole,mz0
162.0676,3.7812,Safrole-1,mz0
213.8905,3.9976,"1,2,4,5-Tetrachlorobenzene",mz0
229.8854,5.1755,"2,3,4,6-Tetrachlorophenol",mz0
122.0361,3.1785,Benzoic acid-1,mz0
228.078,7.2986,Benzyl salicylate,mz0
154.1353,5.1553,"1,8-Cineole",mz0
132.0567,3.6887,trans Cinnamaldehyde,mz0
176.0828,4.6286,Cinnamyl acetate,mz0
134.0724,4.6263,Cinnamyl alcohol,mz0
116.0832,8.0705,Ethyl butyrate-1,mz0
116.0832,10.1085,Ethyl butyrate-2,mz0
154.1353,5.1553,Geraniol,mz0
172.1458,9.8808,Hydroxycitronellal,mz0
136.1245,3.8189,d-Limonene ,mz0
150.1038,3.8167,Thymol ,mz0
152.0463,4.373,Vanillin,mz0
441.9964,7.358,DFTPP,mz0
87.0441,8.1198,Butyric acid,mz0
129.0911,8.1342,Hexanoic acid,mz0
85.0648,3.8385,Valeric acid,mz0
172.9763,7.22,Tetraethyl ethylenediphosphate,mz0
264.2448,10.7415,Ethyl oleate,mz0
329.9718,7.7336,HFPO-DA,mz0
584.9883,22.9185,NEtFOSAA,mz0
218.9851,18.5241,PFBS,mz0
268.9785,3.7855,PFHxA,mz0
363.9769,16.2087,PFHpA,mz0
398.8184,19.5026,PFHxS,mz0
413.9749,13.8348,PFOA,mz0
499.941,21.4859,PFOS,mz0
463.9662,14.8518,PFNA,mz0
513.9667,20.8482,PFDA,mz0
562.8679,18.3975,PFUnA,mz0
570.2255,19.579,NMeFOSAA,mz0
612.974,22.3167,PFDoA,mz0
662.4484,22.0271,PFTrDA,mz0
669.0708,23.2757,PFTA,mz0
631.9019,21.2321,11Cl-PF3OUdS,mz0
532.9913,7.5552,9Cl-PF3ONS,mz0
378.8988,11.6446,ADONA,mz0
191.1429,4.851,Glyphosate,mz0
430.2699,20.6285,"Cholic acid sodium (5b-cholanic acid-3a,7a,12a-triol, CA),",mz0
408.2847,20.8846,"a-muricholic acid (5b-cholanic acid-3a,6b,7a-triol, aMCA),",mz0
408.2838,22.2993,"b-muricholic acid (5b-cholanic acid-3a,6b,7b-triol, bMCA),",mz0
408.2864,22.5665,omega-muricholic acid,mz0
408.2846,21.4932,"Hyocholic acid (3alpha,6alpha,7alpha-Trihydroxy-5beta-cholan-24-oic acid)",mz0
414.29,20.8592,deoxycholate sodium,mz0
414.29,22.016,deoxycholate sodium-1,mz0
377.282,20.5621," hyodeoxycholic acid (5b-cholanic acid3a,6a-diol, HDCA),",mz0
393.2902,21.2713,"ursodeoxycholic acid (5b-cholanic acid-3a, 7b-diol, UDCA),",mz0
514.3295,20.666,sodium taurocholate hydrate,mz0
537.2758,14.0057,tauro-b-muricholic acid sodium,mz0
521.2781,12.6104,sodium taurochenodeoxycholate,mz0
521.2798,15.6066,sodium taurohyodeoxycholate hedrate,mz0
505.353,20.6897,taurolithocholic sodium salt,mz0
483.3162,22.8836,glycocholic acid hydrate,mz0
465.3068,20.6974,glycocholic acid,mz0
471.2984,21.5503,sodium glycochenodeoxycholate,mz0
448.3055,22.3055,glycodeoxycholic acid sodium salt,mz0
449.3539,22.3075,"glycohyodeoxycholic acid [5b-cholanic acid-3a,6a-diol-N-(carboxymethyl)-amide],",mz0
449.311,18.3626,"glycoursodeoxycholic acid [5b-cholanic acid-3a,7b-diol-N- (carboxymethyl)-amide],",mz0
433.3149,19.2536,glycolithocholic acid [5b-cholanic acid3a-ol-N-(carboxymethyl)-amide],mz0
361.8377,14.3588,PCB-169,mz1
291.919,7.2785,PCB-52,mz1
395.7989,13.7861,PCB-180,mz1
257.9579,6.3416,PCB-18,mz1
257.9579,7.033,PCB-31,mz1
257.9579,7.033,PCB-28,mz1
291.919,7.8958,PCB-44,mz1
395.7989,14.0807,PCB-170,mz1
627.5352,18.5067,PBB-153,mz1
481.6968,18.9047,PBDE-153,mz1
247.9655,11.0445,PBDE-28,mz1
405.7843,16.9587,PBDE-99,mz1
357.8508,14.309,"1,2,3,7,8-PCDD",mz1
391.8121,16.4268,"1,2,3,4,7,8-HxCDD",mz1
303.9012,11.6624,"2,3,7,8-TCDF",mz1
375.8169,15.8109,"1,2,3,4,7,8-HxCDF",mz1
409.7782,16.541,"1,2,3,4,6,7,8-HepCDF",mz1
441.7423,19.3345,OCDF,mz1
119.0368,15.0708,Azinphos ethyl ,mz1
105.0335,14.2336,Azinphos methyl ,mz1
257.8945,7.9857,Chlorpyrifos ,mz1
285.9254,7.1657,Chlorpyrifos methyl ,mz1
179.1178,6.5063,Diazinon ,mz1
156.9872,13.2171,EPN ,mz1
290.0731,7.6952,Fenitrothion ,mz1
118.9883,6.6711,Isazophos ,mz1
121.0285,14.0922,Phosalone ,mz1
160.0393,13.0636,Phosmet ,mz1
318.1034,8.446,Pirimiphos ethyl ,mz1
290.0731,7.6795,Pirimiphos methyl ,mz1
194.0242,15.4356,Pyraclofos ,mz1
221.0796,15.0461,Pyrazophos ,mz1
199.0868,13.0164,Pyridaphenthion ,mz1
156.0382,8.9472,Quinalphos ,mz1
292.9268,8.3798,Aldrin ,mz1
182.9343,5.8529,a-BHC,mz1
182.9343,6.1403,b-BHC,mz1
182.9343,6.2469,g-BHC,mz1
182.9343,6.625,d-BHC,mz1
125.015,9.0867,Chlorbenside ,mz1
372.826,9.0598,cis-Chlordane ,mz1
372.826,9.3191,trans-Chlordane ,mz1
174.9614,9.6434,Chlorfenson (Ovex) ,mz1
190.9658,4.8457,Chloroneb ,mz1
235.0079,10.0159,"2,4'-DDD ",mz1
235.0079,10.8567,"4,4'-DDD ",mz1
246.0008,9.1641,"2,4'-DDE ",mz1
246.0008,9.8847,"4,4'-DDE ",mz1
258.0403,9.8847,C13_pp_DDE ,mz1
237.0046,10.8544,"2,4'-DDT ",mz1
237.0046,11.7615,"4,4'-DDT ",mz1
138.9945,8.1241,"4,4'-Dichlorobenzophenone ",mz1
140.9914,9.3973,"4,4'-Dichlorobenzophenone-1",mz1
140.9914,10.1407,"4,4'-Dichlorobenzophenone-2",mz1
262.8563,9.9071,Dieldrin ,mz1
240.8956,6.8605,Endosulfan ether ,mz1
249.8488,10.3481,Endrin aldehyde ,mz1
318.9004,12.6611,Endrin ketone ,mz1
223.0518,21.83,Ethylan (Perthane) ,mz1
141.0004,8.2116,Fenson ,mz1
352.8441,8.5869,Heptachlor epoxide (isomer B) ,mz1
192.9375,8.3835,Isodrin ,mz1
121.0648,11.994,"2,4'-Methoxychlor ",mz1
238.0991,11.5709,"4,4'-Methoxychlor olefin ",mz1
273.8069,14.2467,Mirex ,mz1
408.7842,9.3874,cis-Nonachlor ,mz1
408.7842,10.7455,trans-Nonachlor ,mz1
236.8409,5.9472,Pentachloroanisole ,mz1
295.8367,7.6003,Pentachlorothioanisole ,mz1
158.9665,13.7214,Tetradifon ,mz1
264.022,5.7433,Benfluralin ,mz1
153.0697,4.2886,Biphenyl ,mz1
265.8778,6.5359,Chlorothalonil,mz1
123.0138,7.8132,Dichlofluanid ,mz1
123.9949,6.0773,Dichloran ,mz1
162.9765,6.2347,"3,4-Dichloroaniline ",mz1
172.9609,4.0274,Dichlobenil,mz1
168.0807,5.5202,Diphenylamine ,mz1
276.0587,5.6243,Ethalfluralin ,mz1
326.0142,6.5269,Fluchloralin ,mz1
238.0822,8.5319,Isopropalin ,mz1
274.0129,12.6644,Nitralin ,mz1
202.0179,10.5717,Nitrofen ,mz1
252.0391,10.2983,Oxyfluorfen ,mz1
252.0979,8.6136,Pendimethalin ,mz1
264.8596,6.9352,Pentachloroaniline ,mz1
274.8439,6.3088,Pentachlorobenzonitrile ,mz1
279.0334,7.7346,Prodiamine ,mz1
318.0692,6.365,Profluralin ,mz1
230.8985,5.5112,"2,3,5,6-Tetrachloroaniline ",mz1
122.0601,4.8512,THPI (Tetrahydrophthalimide) ,mz1
344.9763,5.4977,Tolylfluanid ,mz1
264.0219,5.7119,Trifluralin ,mz1
146.0965,7.1622,Acetochlor ,mz1
160.112,7.2979,Alachlor ,mz1
138.0914,3.7143,Allidochlor ,mz1
238.0632,7.2732,Clomazone (Command) ,mz1
236.0401,11.7356,Diallate_cis,mz1
236.0401,11.7356,Diallate_trans,mz1
134.0965,7.0769,Dimethachlor ,mz1
181.0648,13.6411,Fenpropathrin ,mz1
340.0392,16.0282,Fluquinconazole ,mz1
173.0206,9.8644,Flutolanil ,mz1
132.081,8.6439,Metazachlor ,mz1
227.1065,13.465,Methoxychlor ,mz1
162.0912,7.3765,Metolachlor ,mz1
121.0883,4.8117,"N-(2,4-Dimethylphenyl)formamide ",mz1
302.0305,11.7401,Norflurazon ,mz1
174.9589,10.1653,Oxadiazon ,mz1
176.1071,9.9564,Pretilachlor,mz1
376.0342,4.3749,Prochloraz ,mz1
162.1277,7.9383,Propachlor ,mz1
160.9795,7.1084,Propanil ,mz1
162.0912,7.3765,Propisochlor ,mz1
147.1168,16.1315,Pyridaben ,mz1
171.032,13.7677,Tebufenpyrad ,mz1
128.1071,6.7837,Triallate ,mz1
208.1443,10.3161,Bupirimate ,mz1
275.9648,12.5452,Captafol ,mz1
149.0449,4.6918,Captan ,mz1
247.048,10.49,Chlorfenapyr ,mz1
